class	gut	gut	gut	gut	gut	gut	gut	gut	left_palm	left_palm	left_palm	left_palm	left_palm	left_palm	left_palm	left_palm	tongue	tongue	tongue	tongue	tongue	tongue	tongue	tongue	tongue
subclass	gut_subcl	gut_subcl	gut_subcl	gut_subcl	gut_subcl	gut_subcl	gut_subcl	gut_subcl	left_palm_subcl	left_palm_subcl	left_palm_subcl	left_palm_subcl	left_palm_subcl	left_palm_subcl	left_palm_subcl	left_palm_subcl	tongue_subcl	tongue_subcl	tongue_subcl	tongue_subcl	tongue_subcl	tongue_subcl	tongue_subcl	tongue_subcl	tongue_subcl
subject	subject-1	subject-1	subject-1	subject-1	subject-2	subject-2	subject-2	subject-2	subject-1	subject-1	subject-1	subject-1	subject-2	subject-2	subject-2	subject-2	subject-1	subject-1	subject-1	subject-1	subject-1	subject-2	subject-2	subject-2	subject-2
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f___Odoribacteraceae_.g__Odoribacter	0.0	0.0	0.0	0.0	3167.42081448	4839.9687744	2572.89879931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Tenericutes.c__Mollicutes.o__Mycoplasmatales.f__Mycoplasmataceae.g__Mycoplasma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3451.52180734	949.066751028	0.0	2543.23499491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__OPB54.o__OPB54_f__L5.o__OPB54_g__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	627.549419517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Intrasporangiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5334.17006589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.f__Ruminococcaceae_x__L6	426.318033253	1651.63257528	2983.01973382	0.0	16289.5927602	11241.2177986	4165.64567508	8934.80385313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__TM7.c__TM7_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	287.645620595	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29808.597427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5961.71948541	0.0	30551.755586	2034.58799593	0.0	11378.0025284	45806.906272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c___Saprospirae_.o___Saprospirales_.f__Chitinophagaceae.g__Flavisolibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7844.36774396	4428.97817146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Synergistetes.c__Synergistia.o__Synergistales.f__Dethiosulfovibrionaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9293.22572756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae	35100.1847378	133019.94664	120697.567692	129686.697483	163348.41629	126932.084309	126684.636119	153985.760156	3765.2965171	6327.11167352	1367.98905609	2288.91149542	0.0	4214.07501054	14094.4326991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1711.91000245	0.0	0.0	5334.91404861	5148.51485149	9943.18181818	18945.2124936	0.0	12572.9681185	2013.51934417	5683.71782013	13416.9461864	0.0
k__Bacteria.p__Fusobacteria.c__Fusobacteriia	426.318033253	0.0	0.0	3980.48279404	0.0	0.0	0.0	0.0	35456.5422027	28472.0025308	37847.6972184	49338.7589013	149669.845928	11799.4100295	33826.6384778	132582.493578	209108.910891	103693.181818	58883.7685612	26111.1111111	82622.3619219	103552.423414	163657.639585	97418.6962228	98214.2857143
k__Bacteria.p__SR1.p__SR1_c__L3.p__SR1_o__L4.p__SR1_f__L5.p__SR1_g__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1568.87354879	1581.77791838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__SR1.p__SR1_c__L3.p__SR1_o__L4.p__SR1_f__L5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1568.87354879	1581.77791838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	949.066751028	0.0	508.646998983	733.675715334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1020.85460114	0.0
k__Bacteria.p__GN02.c__BD1_5.c__BD1_5_o__L4.c__BD1_5_f__L5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	627.549419517	0.0	683.994528044	0.0	733.675715334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.c__Betaproteobacteria_x__L4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4402.054292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Myxococcales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1255.09883903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Cyanobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54910.5742077	37013.6032901	1823.98540812	17039.6744659	1711.91000245	16434.8925411	33121.9168428	1383.12586445	3168.31683168	0.0	0.0	0.0	118096.093399	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Catonella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	729.181857955	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Ruminococcus	710.530055421	2922.11917164	1950.43597981	1926.04006163	0.0	3590.94457455	2450.37980887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.f__Coriobacteriaceae_g__L6	0.0	0.0	0.0	0.0	0.0	468.384074941	245.037980887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__mitochondria.g__Cucurbita	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13286.9345144	0.0	0.0	0.0	0.0	7047.21634954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales	4263.18033253	0.0	573.65764112	0.0	0.0	312.256049961	1470.22788532	0.0	72481.9579542	47136.9819677	267213.862289	106561.546287	165321.594522	250737.463127	215644.820296	140683.659356	133465.346535	243844.69697	136712.749616	238333.333333	224966.322407	103120.954983	142761.618188	65772.2035876	137276.785714
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Enhydrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6275.49419517	3163.55583676	3875.96899225	21617.4974568	1222.79285889	0.0	0.0	790.357636831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia	202358.959784	325117.52001	410509.407985	347329.224448	450377.073906	362373.14598	353099.730458	289822.699986	49576.4041418	57576.716229	88691.2904697	111393.692777	164832.477378	112094.39528	157152.924595	87927.2870974	76039.6039604	91382.5757576	168458.781362	65555.5555556	75437.8087113	96361.2828995	69207.6228686	83710.0772933	71986.6071429
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Capnocytophaga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6903.04361468	1265.4223347	2963.97628819	0.0	18341.8928833	0.0	0.0	1778.30468287	0.0	1420.45454545	0.0	0.0	0.0	1438.22810298	668.672684721	0.0	0.0
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Leptotrichiaceae.f__Leptotrichiaceae_x__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4079.07122686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Peptostreptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3179.26143311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c___Saprospirae_.o___Saprospirales_	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7844.36774396	4428.97817146	1367.98905609	2797.5584944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Verrucomicrobia	82705.698451	1143.43793673	3671.40890317	25808.9368259	0.0	936.768149883	367.556971331	0.0	0.0	0.0	0.0	762.970498474	0.0	0.0	1409.44326991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.f__Pseudomonadaceae_x__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7844.36774396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Xanthomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21022.9055538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Rubellimicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1265.4223347	683.994528044	0.0	0.0	0.0	2114.16490486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c___Saprospirae_	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7844.36774396	4428.97817146	1367.98905609	2797.5584944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Psychrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42045.8111076	0.0	3419.97264022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f___Tissierellaceae_.g__Anaerococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9413.24129275	13286.9345144	39215.6862745	35350.9664293	10760.5771582	46776.2326169	32417.1952079	1383.12586445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae	8810.57268722	3684.41112946	4015.60348784	10143.8109913	5882.35294118	8274.78532397	3798.08870375	12843.7805389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17257.6090367	9490.66751028	5927.95257638	5340.79348932	1467.35143067	7585.33501896	11980.2677942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Campylobacteraceae.g__Arcobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1255.09883903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales	0.0	13594.2065811	17668.6553465	4494.09347714	7239.81900452	15456.6744731	612.594952218	1535.66941226	52400.3765297	17399.5571022	10031.9197446	22126.1444557	50868.1829298	9692.37252423	19027.4841438	29638.4113811	0.0	2840.90909091	0.0	0.0	0.0	431.468430893	835.840855901	3208.400175	0.0
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f___Weeksellaceae_	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29494.8227173	6010.75608984	2051.98358413	4577.82299084	5869.40572267	0.0	7047.21634954	2371.07291049	0.0	0.0	0.0	0.0	2245.17287831	1869.69653387	1003.00902708	1166.69097273	0.0
k__Bacteria.p__Bacteroidetes.c__Sphingobacteriia.o__Sphingobacteriales.f__Sphingobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14119.8619391	63587.4723189	1595.9872321	0.0	0.0	5899.70501475	6342.49471459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f___Paraprevotellaceae_.f___Paraprevotellaceae__g__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1255.09883903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia	18757.9934631	38114.597891	14570.9040844	32229.0703647	44947.2096531	32630.7572209	48640.0392061	26385.5926288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae	0.0	381.14597891	573.65764112	385.208012327	29110.1055807	44028.1030445	35162.9502573	17590.3950859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f___Odoribacteraceae_	0.0	0.0	0.0	0.0	5429.86425339	7494.14519906	4165.64567508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__SR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1568.87354879	1581.77791838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Brevibacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	762.970498474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Janthinobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8471.91716348	0.0	0.0	0.0	0.0	0.0	19027.4841438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria	0.0	13594.2065811	17668.6553465	5136.10683102	7239.81900452	15456.6744731	612.594952218	1535.66941226	96642.6106056	32900.9807023	34883.7209302	37131.2309257	112496.943018	60682.6801517	52149.4009866	266350.523612	189702.970297	227272.727273	43522.7854583	282777.777778	8082.62236192	193297.85704	289200.936142	517719.119148	248883.928571
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15061.1860684	0.0	683.994528044	1271.61749746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.k__Bacteria_x__L2.k__Bacteria_x__L3.k__Bacteria_x__L4.k__Bacteria_x__L5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15688.7354879	16134.1347675	2279.98176015	6358.08748728	0.0	842.815002107	7047.21634954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__FBP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	455.996352029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae	0.0	0.0	0.0	2439.65074474	28959.2760181	76658.8602654	26341.5829454	16892.3635348	19454.032005	6959.82284087	4559.96352029	4323.49949135	23722.1814625	3792.66750948	1409.44326991	5334.91404861	1980.1980198	0.0	0.0	2222.22222222	0.0	5033.79836042	5683.71782013	5833.45486364	8370.53571429
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales	426.318033253	0.0	0.0	3980.48279404	0.0	0.0	0.0	0.0	35456.5422027	28472.0025308	37847.6972184	49338.7589013	149669.845928	11799.4100295	33826.6384778	132582.493578	209108.910891	103693.181818	58883.7685612	26111.1111111	82622.3619219	103552.423414	163657.639585	97418.6962228	98214.2857143
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Leptotrichiaceae.g__Streptobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11609.6642611	17715.9126859	11399.9088007	30010.17294	0.0	3792.66750948	13389.7110641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Fusobacteriaceae	426.318033253	0.0	0.0	3980.48279404	0.0	0.0	0.0	0.0	19767.8067148	10756.089845	22343.8212494	18056.9684639	121056.49303	8006.74252002	20436.9274137	124876.506619	199603.960396	96117.4242424	54787.5064004	23333.3333333	79030.0853166	92190.4214008	151788.699432	90710.2231296	94308.0357143
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.f__Peptostreptococcaceae_g__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1255.09883903	0.0	0.0	0.0	2934.70286134	0.0	0.0	1580.71527366	0.0	0.0	0.0	0.0	0.0	0.0	1671.6817118	2625.05468864	1116.07142857
k__Bacteria.p__GN02.c__BD1_5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	627.549419517	0.0	683.994528044	0.0	733.675715334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.c__Bacilli_x__L4.c__Bacilli_x__L5	0.0	0.0	0.0	0.0	0.0	1092.89617486	735.113942661	0.0	15374.9607782	30370.1360329	51755.5859553	20854.5269583	25678.6500367	134007.585335	194503.171247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Tenericutes.c__Mollicutes.o__Mycoplasmatales.f__Mycoplasmataceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3451.52180734	949.066751028	0.0	2543.23499491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium	17905.3573966	6987.67628002	5736.5764112	4494.09347714	1357.46606335	1405.15222482	2940.45577064	10191.260645	0.0	0.0	0.0	508.646998983	1711.91000245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli	4263.18033253	381.14597891	573.65764112	0.0	0.0	1405.15222482	2205.34182798	0.0	107938.500157	77507.1180006	330825.353397	132248.219736	194668.623135	397387.273493	410147.991543	150365.540407	151287.128713	250473.484848	144905.273938	250000.0	237988.325101	104559.183086	148779.67235	67813.9127898	147879.464286
k__Bacteria.p__Spirochaetes.c__Spirochaetes.o__Spirochaetales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12961.6043042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Methylophilales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2034.58799593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36711.6410417	473584.308763	15959.872321	12716.1749746	0.0	128107.88032	29598.3086681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Chloroflexi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	941.324129275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Luteolibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	762.970498474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6959.82284087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Chloroflexi.c__Ellin6529.c__Ellin6529_o__L4.c__Ellin6529_f__L5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	941.324129275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Alicyclobacillaceae.g__Alicyclobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	683.994528044	1271.61749746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae	82705.698451	1143.43793673	3671.40890317	25808.9368259	0.0	936.768149883	367.556971331	0.0	0.0	0.0	0.0	762.970498474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Sphingobacteriia.o__Sphingobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14119.8619391	63587.4723189	1595.9872321	0.0	0.0	5899.70501475	6342.49471459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cardiobacteriales.f__Cardiobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1568.87354879	0.0	0.0	0.0	8804.10858401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Vogesella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1975.89409208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101976.780671	22461.246441	25079.7993616	231180.061038	2201.027146	0.0	0.0	5532.50345781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	4263.18033253	0.0	573.65764112	0.0	0.0	312.256049961	1470.22788532	0.0	50517.7282711	39860.8035432	212722.298222	95879.9593082	157740.278797	190054.782975	162085.976039	130211.420668	121980.19802	226799.242424	124935.995904	223333.333333	198473.282443	99093.9162951	121698.428619	60667.9305819	114397.321429
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Fusobacteriaceae.g__Fusobacterium	426.318033253	0.0	0.0	3980.48279404	0.0	0.0	0.0	0.0	13492.3125196	10756.089845	22343.8212494	18056.9684639	121056.49303	8006.74252002	20436.9274137	124876.506619	199603.960396	96117.4242424	54787.5064004	23333.3333333	79030.0853166	92190.4214008	151788.699432	90710.2231296	94308.0357143
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5020.39535613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
